city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
iq,2008,25,2008-06-17,0.2240286,0.1754714,0.2656571,0.2452143,111.18,296.742857143,297.65,295.934285714,304.4,293.8,57.87,95.86,111.18,17.4471428571,6.95714285714,,,,21.0,79.8
iq,2008,26,2008-06-24,0.1970429,0.2779833,0.2139429,0.2656143,89.88,296.458571429,297.25,295.192857143,304.8,291.2,61.8,93.7957142857,89.88,16.7128571429,7.38571428571,,,,18.0,93.5
iq,2008,27,2008-07-01,0.3048286,0.2336714,0.2489143,0.2558143,0.0,296.542857143,297.807142857,293.83,304.9,290.7,9.4,86.5242857143,0.0,15.2857142857,9.44285714286,,,,20.8,1.3
iq,2008,28,2008-07-08,0.15385,0.1495857,0.3294429,0.1328857,0.0,296.545714286,297.478571429,293.594285714,305.9,290.5,7.47,85.6557142857,0.0,15.08,9.27142857143,,,,21.0,0.0
iq,2008,29,2008-07-15,0.2323857,0.2139571,0.2203,0.1984286,62.84,296.078571429,297.407142857,294.691428571,304.6,291.8,27.33,93.0557142857,62.84,16.1428571429,8.44285714286,,,,21.0,44.2
iq,2008,40,2008-09-30,0.3930857,0.3782714,0.3437,0.4048429,24.28,299.178571429,301.15,294.761428571,310.2,292.4,121.3,79.5028571429,24.28,16.3314285714,12.7857142857,,,36.0,19.6,1.0
iq,2009,1,2009-01-01,0.1512857,0.1616857,0.1532714,0.1194429,,,,,,,,,,,,,,,,
iq,2009,23,2009-06-04,0.114,0.09244286,0.09747143,0.1262857,42.22,296.125714286,296.778571429,295.267142857,302.5,292.8,53.91,95.5071428571,42.22,16.7571428571,6.07142857143,28.1,11.8,34.0,22.2,
iq,2009,32,2009-08-06,0.395,0.3527333,0.4842857,0.4019143,9.79,297.37,298.878571429,294.824285714,307.9,290.7,34.4,87.8114285714,9.79,16.3371428571,11.7571428571,27.975,12.1,35.4,20.5,
iq,2010,53,2010-01-01,,,,,,,,,,,,,,,,,,,,
iq,2010,1,2010-01-08,0.1245714,0.1791286,0.1638429,0.1354714,27.04,299.264285714,300.521428571,294.53,308.6,292.8,8.5,78.2714285714,27.04,16.1271428571,11.1,28.6,12.3,35.1,21.8,
iq,2010,14,2010-04-09,0.2428429,0.2727571,0.2022714,0.2601143,93.76,299.115714286,300.271428571,298.161428571,308.4,294.6,164.7,95.1828571429,93.76,20.0785714286,7.71428571429,29.2,12.3,35.4,22.5,
